bussiness_name,advice1,advice2,zipcode,city,id,page,1_star,2_star,3_star,4_star,5_star,stars
Cousins Subs,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
This is my designated Cousins Subs, always 
 (pretty sure they've never been to east coast-I was greeted with blank stares when I took it back) Really didn't 
Cousins has always been one of my 
These sentences will affect the decrease of business stars:
This is my designated Cousins Subs, always 
Took to long to get your food, after 
 My toddler had sit on my lap to eat and anyone with a toddler knows how difficult that can be.
",53575.0,Oregon,1056,36,2,1,3,3,0,1.5
Dexter's Pub,It is nice to provide street parking. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 I personally wish that they had some more local stuff on the beer 
 There was an awesome mix of people there, which is always a good sign for me.
 The beer selection here is huge and you can now get the beer 
These sentences will affect the decrease of business stars:
) My first impression was that this place doesn't belong in Madison - it belongs somewhere much farther north.
 I am not a big beer drinker but had one that ends in ""Hatter"" but there was more than one so I don't remember the 
 You can keep track of whats available and what you have already 
",53704.0,Madison,1057,36,9,8,15,58,48,4.0
Cocina Real,Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 They don't compare to el dorado grill 
 A recent addition to the menu is a soup that has broiled shrimp, chicken, rice, and 
 It's medium spicy so it probably isn't for 
These sentences will affect the decrease of business stars:
 The chips and salsa were yummy and free- one of my favorite parts of any Mexican restaurant!
 That being said, the service was not very quick and there really shouldn't have been a reason for that, so I would be wary to go there for dinner on a weekend.
I ate a late lunch here on a weekday, and the place was pretty dead.
",53562.0,Middleton,1058,36,6,8,8,13,8,3.0
Vientiane Palace Restaurant,It is nice to provide street parking. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
I love this place, they will actually 
 There was a nice variety of veggies to 
 There's not a lot of parking in their lot, so you either need to find parking nearby ($) or walk quite a ways to 
These sentences will affect the decrease of business stars:
 We have heard from a few different people 
 I love that you can pick you spiciness level.
Two stars (even though I couldn't be stranded too far from a bathroom for a couple of days after eating here) for the lack of 
",53703.0,Madison,1059,36,10,17,18,24,40,3.5
Alberici's Delicatezza,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
If you are looking for great food this is the 
If you are looking for great food this is the place to 
How sad that the only place in 
These sentences will affect the decrease of business stars:
  They have many items you can take 
  Our second visit we ordered sandwhiches and again we wre 
  We have had take out from here twice and 
",53575.0,Oregon,1060,36,0,0,0,1,2,4.5
The Wisco,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 There's an undercurrent of aggression present that is predatory, 
  Its the only place that while playing shows you can jump from table to table throwing chairs and no one cares.
 Like, maybe the floor will have peanut shells and the 
These sentences will affect the decrease of business stars:
 People are jumping an 8-foot high fence to 
The patio outside looks out over the street corner and the 
 People are jumping an 8-foot high fence to get in and out, most everyone is drinking from glass bottles despite the (
",53703.0,Madison,1061,36,3,0,8,8,5,3.5
Surya Cafe,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 I super loved the spiral carrots in peanut sauce and the kale squash salad.
 I've eaten here three times and enjoyed the peaceful and nurturing vibe of the 
  I like using a tablet to place my 
These sentences will affect the decrease of business stars:
 All three of us left messages, but we did not hear 
 Maybe there could have been something on the table telling us about that?  So we ordered and when the food was ready, we 
  You do not have to remove your 
",53711.0,Fitchburg,1062,36,1,1,0,2,18,4.5
Bon Appetit Cafe,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 We have been eating here for years and the food is 
 We have been eating here for years and the food is always 
 I think they have everything working for them, 
These sentences will affect the decrease of business stars:
 The food was fine, but given these caveats, 
*), especially given the relatively steep prices (
  But we left the restaurant very disappointed.
",53703.0,Madison,1063,36,5,2,2,4,5,3.0
Pizza Brutta,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 You would think that with the world's best cheese, the world's best pizza would follow.
 I've always wondered whether the buffalo mozz makes a big difference, because it's a few dollars more expensive than it's boring regular mozzarella counterpart.
Their fladbreads that come with a tinge of rosemary 
These sentences will affect the decrease of business stars:
 Pizza Brutta has a nice seating 
 I like how the crust is thin, so I could have more slices at one 
 Hard wooden booths give the place an Italian cafe feel, but are not as easy on the 
",53562.0,Middleton,1064,36,5,10,27,92,186,4.0
Calasan,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
99Boil egg, garlic, shallot, finger-root, turmeric, lemongrass, carrot, corn, garlic, shallot, shrimp paste, soy sauce, red chili)   What I got was a boiled egg that had been deep-fried, smothered in a spicy chili sauce, sitting atop a multitude of sauteed 
  Anyway, you can see that this doesn't fit the description on the 
 Their fried chicken is always great, though I do prefer their dinner menu.
These sentences will affect the decrease of business stars:
  Oh, there was also a deep-fried cracker-
 The owner is as sweet as can be, and the food is always delicious.
 We first received small salads with a nice, minimally sweet peanut dressing which i 
",53717.0,Madison,1065,36,2,2,0,2,2,3.0
Daisy Cafe & Cupcakery,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 And the Chili Espresso Steak Hash is the 
Daisy is one of my favorite places to go for some breakfast!
  I had the grilled cheese sandwich with avocado - and for this picky pregnant lady - it was a hit!
These sentences will affect the decrease of business stars:
  I've never been disappointed by a
  Our waitress was so nice, as was the owner when asked ma
Can't really give a full blown 
",53704.0,Madison,1066,36,15,19,37,88,99,4.0
Pizza Pit,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 If only somebody had answered the phone!
 We got gyros only, no fries (there aren't a lot of options, that might be it 
I had mentioned in a separate review that, per the website, this Pizza Pit doesn't have 
These sentences will affect the decrease of business stars:
I wanted pizza and my kids wanted macaroni and cheese, so I figured I'd head to the Pit.
 The menu looked so good we had to try a bunch of items.
I had mentioned in a separate review that, per the website, this Pizza Pit doesn't have mac-and-cheese 
",53575.0,Oregon,1067,36,3,1,2,3,2,2.0
Stamm House At Pheasant Branch,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 The waiter seated us--close to the kitchen, I realized with disappointment.
 I could have gotten over picking a bad dish if the experience itself was nice, but it wasn't.
 It also didn't help that because it was so slow in the restaurant, I could hear every comment the waiter said to the cook-staff, some of which wasn't patron-friendly.
These sentences will affect the decrease of business stars:
 First off, let me say that the atmosphere is typical old(emphasis on the old)-school Wisconsin restaurant.
 The waiter seated us--close to the kitchen, I realized with disappointment.
 It also didn't help that because it was so slow in the restaurant, I could hear every comment the waiter said to the cook-staff, some of which wasn't patron-friendly.
",53562.0,Middleton,1068,36,3,2,1,1,0,2.0
Kato's Cajun,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
Seriously amazing customer service.
 I really want to give this a 5 Star, but I feel their customer service could use more work.
 But they were very great and kind and gave me numerous samples before I made my decision.
These sentences will affect the decrease of business stars:
Had lunch here, and I liked there orange chicken the most.
 Mostly from shopping mall food courts, but I have also d
 The menu itself was looking so bland compared to the ones recently closed at the east Towne mall.
",53704.0,Madison,1069,36,2,0,0,2,2,3.0
Metropolitan Coffee and Wine,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
What more do you need? How about 
 It's only real selling points are a 
 Maybe it's because I'm from LA and nothing there is 
These sentences will affect the decrease of business stars:
The large space with an upscale feel creates a positive first impression, but it doesn't take long before you start noticing little problems: weak coffee and generally mediocre drinks; bland and forgettable decor; awkward furniture that's stuck between normal height and high
The large space with an upscale feel creates a positive first impression, but it doesn't take long before you start 
 Maybe it's because I'm from LA and 
",53703.0,Madison,1070,36,2,1,0,4,4,3.5
Taco Bell,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
 I left my phone number and email address so they could talk to me about the problem and after more than 3 weeks I haven't heard a thing from them.
We just had one of the best fast food experiences ever at this restaurant!
  I am happy to have some variety and my son usually places an 
These sentences will affect the decrease of business stars:
 I left my phone number and email address so they could talk to me about the problem and after more than 3 weeks I haven't heard a thing from them.
We just had one of the best fast food experiences ever at this restaurant!
  I am happy to have some variety and my son usually places an order for taco's with meat only and it takes some effort for them to ring it in but they are friendly about it and once the order is placed it does come out al
",53719.0,Fitchburg,1071,36,5,1,1,0,2,1.5
Pizza Pit,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 If only somebody had answered the phone!
 We got gyros only, no fries (there aren't a lot of options, that might be it 
I had mentioned in a separate review that, per the website, this Pizza Pit doesn't have 
These sentences will affect the decrease of business stars:
I wanted pizza and my kids wanted macaroni and cheese, so I figured I'd head to the Pit.
 The menu looked so good we had to try a bunch of items.
I had mentioned in a separate review that, per the website, this Pizza Pit doesn't have mac-and-cheese 
",53575.0,Oregon,1072,36,3,1,2,3,2,3.0
Salads UP,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. The noise level in your bussiness is too loud and it decrease your bussiness review about 0.2-0.6 stars. Providing wheel chair accessible is really helpful.Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
 The tofu was bland, and I could not 
  Bad first impression but I'll still give two stars since the concept is 
  Bad first impression but I'll still give two stars since the concept is good and I see 
These sentences will affect the decrease of business stars:
 I ordered the Super Fruits smoothie that boasted an array of yummy fruit and almond milk, and it came back tasting watered down, severely lacking in 
 Once I actually ate it I was so disappointed because all I could taste was the 
 Other than that, it was full of flavor and I loved the spicy sauce and variety of offerings in it.
",53703.0,Madison,1073,36,2,8,3,10,7,3.5
Short Stack Eatery,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
  I had the sweet potato pancakes and they were 
 The day we went it was a sweet item and I am 
 Literally the second we ordered our food, the line grew about 4x 
These sentences will affect the decrease of business stars:
 Uncomfortably crowded, a bit over-priced for a place that doesn't have table 
 I've heard of the ""Blind Special"" and I 
 I had the blueberry pancakes which 
",53703.0,Madison,1074,36,17,38,55,125,167,4.0
Happy Wok,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 The sweet and sour chicken is okay, but that's the only part of my $30 order that I enjoyed.
Happy Wok has gone downhill and after 10 years of bringing friends and 
Fast, Friendly,  and Delicious food at a great price.
These sentences will affect the decrease of business stars:
 The sweet and sour chicken is okay, but that's the only part of my $30 order that I enjoyed.
All in all, doubtful we will order again, unless just for 
 Been my go to lunch place for the 
",53718.0,Madison,1075,36,7,1,2,4,10,3.5
Popeyes Louisiana Kitchen,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 Even though the cashier was a bit impatient with me, I still thought service was overall good.
 They had a special - $5 for 3 tenders and two sides and a 
 I got my order in a timely fashion and everything was correct.
These sentences will affect the decrease of business stars:
 I got my order in a timely fashion and everything was correct.
  To the credit of the staff, they later 
With the recent demise of Melly Mel's, I was on the prowl for a fried 
",53532.0,DeForest,1076,36,5,0,7,7,6,2.5
I Love Tacos,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 Except for the terrible Mexican pop music the food and 
 Except for the terrible Mexican pop music the food and service is pretty 
 A white cheese sauce came on the side that didn't appeal to either of us but the homemade 
These sentences will affect the decrease of business stars:
 Now I've only stopped in for lunch but I'll be 
 Except for the terrible Mexican pop music the food and service is pretty 
 Except for the terrible Mexican pop music the 
",53562.0,Middleton,1077,36,3,8,3,6,4,3.0
Chipotle Mexican Grill,Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 They are very generous with the cheese - which is one of the 
 I've gotta say I like this chain, I like their appeal to values like ethical farming, free range  and organic foods, and paying 
 The mouth watering steak, the killer salsas (I 
These sentences will affect the decrease of business stars:
 This is absolutely insane and no way to run a chipotle.
 There are 2 people on the line, one cashier.
 This has clearly been addressed in other reviews before, so why has management done nothing? It's a shame that this horrible service encourages customers to walk out when seeing a long line rather than waiting.
",53705.0,Shorewood Hills,1078,36,2,4,6,14,15,3.0
Nifty 50's Sandwich and Malt Shop,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
My sister and I really enjoyed supplying our own music from the 50s music on the 
My sister and I really enjoyed supplying our own music from the 50s music on the free 
I got the pizza tasty and fries and both were very 
These sentences will affect the decrease of business stars:
 It seems like they make most of their revenue on loyal customers, so if you are going to be a prima donna, don't expect to have your ass kissed.
 \The burgers are extremely flavorful for fast food, and are like sloppy joes without the sloppy.
 You'll definitely be back, if not only for the charm of this 
",53719.0,Madison,1079,36,1,2,0,4,1,3.0
Outback Steakhouse,Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
  Usually the service and food are great but tonight it was stellar!
1 because I have ate there before and it's 
1 because I have ate there before and it's always been 
These sentences will affect the decrease of business stars:
  The Bloomin' Onion was good, but the burger was 
Ate there for lunch and got an Out
Linda and I were there for dinner last night and meal was 
",53717.0,Madison,1080,36,17,15,4,14,18,2.5
Orpheum Lobby Restaurant,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 this is how I remember the first 
  I've only ever eaten here for 
which is slightly ironic, considering that my favorite thing on their menu is 
These sentences will affect the decrease of business stars:
  I also passed on the mushroom quiche which was not kept warm at all, possibly because the eggs were already green and 
The servers stood in a huddle at the back of the room and our friendly server came to the 
This time, the meat choices, of which there are several, sat in greasy room temperature pools of their own fat and the 
",53703.0,Madison,1081,37,0,2,2,11,5,4.0
Culver's,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
 The staff was friendly and the restaurant  was clean.
 At the De Forest Culver's, the staff is friendly, the managers are awesome and the food is way better than the stuff from ordinary fast food chains.
As for this location, it's clean and well kept and the 
These sentences will affect the decrease of business stars:
Food was good, order taking process was really bizarre.
 I got the cranberry bleu salad and it was 
The butter burgers hit the spot (though mine was heavy on the red onions; 
",53704.0,Madison,1082,37,2,0,4,8,10,3.0
Happy Wok,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 The sweet and sour chicken is okay, but that's the only part of my $30 order that I enjoyed.
Happy Wok has gone downhill and after 10 years of bringing friends and 
Fast, Friendly,  and Delicious food at a great price.
These sentences will affect the decrease of business stars:
 The sweet and sour chicken is okay, but that's the only part of my $30 order that I enjoyed.
All in all, doubtful we will order again, unless just for 
 Been my go to lunch place for the 
",53718.0,Madison,1083,37,7,1,2,4,10,3.0
Milio's Sandwiches,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 But the last two or three times I have gotten delivery the order was wrong.
 When I have ordered through the drive-through (which I don't recommend if you have a large SUV or aren't so good with the steering) the sandwiches came exactly as ordered and the window person was very friendly (there was one guy who was *really* friendly, which was amusing and flattering to a middle-aged mom in a minivan).
 Then another 45 minutes to make and 
These sentences will affect the decrease of business stars:
 When I have ordered through the drive-through (which I don't recommend if you have a large SUV or aren't so good with the steering) the sandwiches came exactly as ordered and the window person was very friendly (there was one guy who was *really* friendly, which was amusing and flattering to a middle-aged mom in a minivan).
This place seems to have a split personality.
40 minutes for a call back to ""verify"" an 
",53726.0,Madison,1084,37,3,2,1,1,1,3.5
Schubert's Downtown Restaurant,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
  Schubert's is one of those little pieces of Americana that is so rare and should not be 
  And my breakfast looked great as well.
when what she was pointing to was my over easy egg yolk I had just poked open.
These sentences will affect the decrease of business stars:
 Skip this, lot's of places on 
 Skip this, lot's of places on main 
I have been going to Schubert's for breakfa
",53572.0,Mount Horeb,1085,37,2,7,3,16,25,4.0
Mad City Sandwiches,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
Just had the Wednesday special which is a corn 
Just had the Wednesday special which is a 
Just had the Wednesday special which is a corn beef ruben and it was one of the 
These sentences will affect the decrease of business stars:
Just had the Wednesday special which is a corn beef ruben and it was one of the best I have 
Just had the Wednesday special which is a corn beef ruben and it was 
 Anywho, I will go back and try a hot sandwich as they looked pretty good.
",53718.0,Madison,1086,37,1,1,4,3,2,3.5
Lil' Buddy's Popcorn,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
I can't say enough good things about Lil' Buddy's.
Lee has got a real ""wiener"" here!
  They even allowed us to stay past closing because we accidentally came right before they closed.
These sentences will affect the decrease of business stars:
 Their flavored popcorn always vary and are all 
 They always have fresh kettle, cheese and 
",53575.0,Oregon,1087,37,0,0,0,0,3,5.0
Asian Kitchen,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 Ask for it spicy and it makes it even 
 The Kung Pao Chicken was 5 stars, really 
 The Kung Pao Chicken was 5 stars, 
These sentences will affect the decrease of business stars:
 Poor customer service, they almost always get the orders wrong, and the one time they got my order correct they gave me food 
 Used to eat here because of the 
 Huge portions and hits the spot for greasy chinese that soaks up (and makes you drink a 
",53703.0,Madison,1088,37,20,9,19,30,13,3.0
Taqueria Gonzalez,Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
   And a chipotle-style taqueria (bins of stuff that sits there, and then gets spooned into the starch) is just up the street, and there's a sit-down mexi-
  A fresh, bright, clean, well-structured environment with 
This is actually the closest restaurant option to where I live - - what a delight to have a friendly, spotless taqueria with a fine kitchen just a 5 
These sentences will affect the decrease of business stars:
   And a chipotle-style taqueria (bins of stuff that sits there, and then gets spooned into the starch) is just up the street, and there's a sit-down mexi-
 Great friendly service got our 
Was on the way to a nearby Tex Mex restaurant when we saw this 
",53562.0,Middleton,1089,37,6,1,3,11,31,4.0
El Rincon Tico,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 The food is great and pricing is decent.
My new favorite restaurant in Madison!
 Although they didn't have any decaf coffee, the waitress made me a great smoothie concoction that was delicious.
These sentences will affect the decrease of business stars:
 The food is great and pricing is decent.
 Although they didn't have any decaf coffee, the waitress made me a great smoothie concoction that was delicious.
Yummy Latin American comfort food, like rice & beans, plantains, slow-
",53703.0,Madison,1090,37,3,2,3,2,4,3.0
